2020-03-01, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-17, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-17, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-17, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-17, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-17, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-17, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-17, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-17, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-17, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-17, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-17, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-18, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-18, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-18, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-18, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-18, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 1.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-18, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-18, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-18, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-18, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-19, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-19, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-19, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-19, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Austin, TX, TX, 1.00, 
2020-03-19, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Dallas, TX, TX, 1.00, 
2020-03-19, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-19, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-19, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 1.00, 
2020-03-19, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-19, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-19, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-19, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas, TX, TX, 1.00, 
2020-03-20, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-20, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-20, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-20, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-20, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-20, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-20, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-20, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-20, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-20, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-20, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-21, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-21, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-21, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-21, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 1.00, 
2020-03-21, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-21, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-21, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-21, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-21, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-21, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-22, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-22, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-22, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-22, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 1.00, 
2020-03-22, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-22, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, San Antonio, TX, TX, 1.00, 
2020-03-22, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Chicago, IL, IL, 1.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-22, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-22, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-22, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-22, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-22, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-22, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-23, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-23, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-23, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-23, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-23, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-23, El Paso, TX, TX, Los Angeles, CA, CA, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-23, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-23, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-23, El Paso, TX, TX, Chicago, IL, IL, 1.00, 
2020-03-23, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-23, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-24, El Paso, TX, TX, Atlanta, GA, GA, 1.00, 
2020-03-24, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-24, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
2020-03-24, El Paso, TX, TX, Las Vegas, NV, NV, 1.00, 
2020-03-24, El Paso, TX, TX, Los Angeles, CA, CA, 1.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, San Diego, CA, CA, 0.00, 
2020-03-24, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, San Antonio, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-24, El Paso, TX, TX, Chicago, IL, IL, 1.00, 
2020-03-24, El Paso, TX, TX, Denver, CO, CO, 1.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-24, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-24, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-24, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-24, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Phoenix, AZ, AZ, 1.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Phoenix, AZ, AZ, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-25, El Paso, TX, TX, Chicago, IL, IL, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas/Fort Worth, TX, TX, 1.00, 
2020-03-25, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-25, El Paso, TX, TX, Atlanta, GA, GA, 0.00, 
2020-03-25, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Austin, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Dallas, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Denver, CO, CO, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Houston, TX, TX, 0.00, 
2020-03-25, El Paso, TX, TX, Las Vegas, NV, NV, 0.00, 
